Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-10-03 00:00:00-04:00,136.06221241134372,140.84668823250414,135.55028904590418,140.23631286621094,114311700,0.0,0.0
2022-10-04 00:00:00-04:00,142.77619544864433,143.94770494729045,142.01815723981503,143.82957458496094,87830100,0.0,0.0
2022-10-05 00:00:00-04:00,141.83111532059078,145.08967450416395,140.7875754267863,144.12489318847656,79471000,0.0,0.0
2022-10-06 00:00:00-04:00,143.54406714610428,145.2471782292558,142.963239525501,143.1699676513672,68402200,0.0,0.0
2022-10-07 00:00:00-04:00,140.32488726950297,140.87619735207727,137.28291022305208,137.9129638671875,85925600,0.0,0.0
2022-10-10 00:00:00-04:00,138.2378387451172,139.6849958050268,136.41659718830158,138.2378387451172,74899000,0.0,0.0
2022-10-11 00:00:00-04:00,137.72595289448736,139.15343196264072,136.0720672460081,136.82025146484375,77033700,0.0,0.0
2022-10-12 00:00:00-04:00,136.96788662576586,138.17876788392184,136.01295948883356,136.19015502929688,70433700,0.0,0.0
2022-10-13 00:00:00-04:00,132.8922353283637,141.35858069211028,132.2818600306571,140.76791381835938,113224000,0.0,0.0
2022-10-14 00:00:00-04:00,142.06740859428484,142.27415178693437,136.04251869325435,136.2295684814453,88598000,0.0,0.0
2022-10-17 00:00:00-04:00,138.87775734642221,140.67930564113678,138.09018646721276,140.19692993164062,85250900,0.0,0.0
2022-10-18 00:00:00-04:00,143.22906350371468,144.420251464502,138.4248948126108,141.51609802246094,99136600,0.0,0.0
2022-10-19 00:00:00-04:00,139.488128680181,142.69746261645687,139.30107889163025,141.62440490722656,61758300,0.0,0.0
2022-10-20 00:00:00-04:00,140.79743683046152,143.62283148956203,140.43317651035323,141.16168212890625,64522000,0.0,0.0
2022-10-21 00:00:00-04:00,140.6497673856839,145.5523880250328,140.43318502707822,144.9813995361328,86548600,0.0,0.0
2022-10-24 00:00:00-04:00,144.90265893368223,147.89541049964913,143.73114921809554,147.12753295898438,75981900,0.0,0.0
2022-10-25 00:00:00-04:00,147.75756076988446,150.12027319083927,147.0389093560302,149.97259521484375,74732300,0.0,0.0
2022-10-26 00:00:00-04:00,148.61407962000084,149.62807215966112,145.73944336708044,147.0290985107422,88194300,0.0,0.0
2022-10-27 00:00:00-04:00,145.76900855429128,146.73377520874286,141.8902335075142,142.54981994628906,109180200,0.0,0.0
2022-10-28 00:00:00-04:00,145.89694295512044,155.05242232533004,145.52285843662315,153.3197784423828,164762400,0.0,0.0
2022-10-31 00:00:00-04:00,150.77989669615485,151.84311529516543,149.55916089247586,150.95709228515625,97943200,0.0,0.0
2022-11-01 00:00:00-04:00,152.67003329657965,153.0342786292701,146.81250027183614,148.30886840820312,80379300,0.0,0.0
2022-11-02 00:00:00-04:00,146.63529551052576,149.80525751264736,142.7466820050657,142.77621459960938,93604600,0.0,0.0
2022-11-03 00:00:00-04:00,139.8523615595117,140.58086724418428,136.59380191372105,136.72178649902344,97918500,0.0,0.0
2022-11-04 00:00:00-04:00,140.11396333862294,140.68589913556306,132.51119405211378,136.45556640625,140814800,0.23,0.0
2022-11-07 00:00:00-05:00,135.20322625521413,137.21484956931474,133.78324977627878,136.98805236816406,83374600,0.0,0.0
2022-11-08 00:00:00-05:00,138.457315240062,139.46311921929427,135.57792562085092,137.55996704101562,89908500,0.0,0.0
2022-11-09 00:00:00-05:00,136.57386087993447,136.623168532168,132.71823419264956,132.9943389892578,74917800,0.0,0.0
2022-11-10 00:00:00-05:00,139.27577571396307,144.8274688720703,137.5599685390709,144.8274688720703,118854000,0.0,0.0
2022-11-11 00:00:00-05:00,143.7920579720531,147.92377412623946,142.36221138817493,147.6180877685547,93979700,0.0,0.0
2022-11-14 00:00:00-05:00,146.89827154979093,148.19005093835904,145.37967994364752,146.21786499023438,73374100,0.0,0.0
2022-11-15 00:00:00-05:00,150.10307492440734,151.45401749484597,146.49397099909157,147.95338439941406,89868300,0.0,0.0
2022-11-16 00:00:00-05:00,147.05603190661645,147.78573098764542,145.24160962263343,146.7207489013672,64218300,0.0,0.0
2022-11-17 00:00:00-05:00,144.3935698429272,149.3733417806034,144.1174650466656,148.62391662597656,80389400,0.0,0.0
2022-11-18 00:00:00-05:00,150.1918083587428,150.57638399086812,147.88435456599078,149.1859893798828,74829600,0.0,0.0
2022-11-21 00:00:00-05:00,148.07172328326632,148.27879437989566,145.66565404043791,145.9516143798828,58724100,0.0,0.0
2022-11-22 00:00:00-05:00,146.06995217218372,148.32809838668408,144.8866286056601,148.0914306640625,51804100,0.0,0.0
2022-11-23 00:00:00-05:00,147.37157451526696,149.718480330565,147.26310369909984,148.96905517578125,58301400,0.0,0.0
2022-11-25 00:00:00-05:00,146.24744752036312,146.80952774156987,145.0739944661959,146.05023193359375,35195900,0.0,0.0
