Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-10-02 00:00:00-04:00,24.272609693834994,24.946786414891452,24.16923613568208,24.805208206176758,232079200,0.0,0.0
2015-10-05 00:00:00-04:00,24.692850057379736,25.02769245951884,24.510822857150835,24.895103454589844,208258800,0.0,0.0
2015-10-06 00:00:00-04:00,24.861386769281232,25.11083226483588,24.668122660752044,25.01420021057129,192787200,0.0,0.0
2015-10-07 00:00:00-04:00,25.11083984010716,25.117581334260766,24.587230458105935,24.895103454589844,187062400,0.0,0.0
2015-10-08 00:00:00-04:00,24.76250592266639,24.76250592266639,24.317548632833866,24.607444763183594,247918400,0.0,0.0
2015-10-09 00:00:00-04:00,24.71981488171479,25.232188952212557,24.60520435083391,25.19623374938965,211064400,0.0,0.0
2015-10-12 00:00:00-04:00,25.33331338865947,25.337807145516006,25.043417207593652,25.07937240600586,121868800,0.0,0.0
2015-10-13 00:00:00-04:00,24.904082465511085,25.27038445188055,24.872621029357617,25.122066497802734,132197200,0.0,0.0
2015-10-14 00:00:00-04:00,25.00971188388734,25.061397811041235,24.620935846874744,24.76700782775879,177849600,0.0,0.0
2015-10-15 00:00:00-04:00,24.92880727761516,25.191735780171378,24.829927479243928,25.137802124023438,150694000,0.0,0.0
2015-10-16 00:00:00-04:00,25.11981813179714,25.16925802008831,24.838911234251512,24.953521728515625,156930400,0.0,0.0
2015-10-19 00:00:00-04:00,24.899586753781332,25.11307529870072,24.744525605975312,25.10858154296875,119036800,0.0,0.0
2015-10-20 00:00:00-04:00,25.020937360558694,25.656910962804883,24.904080850213745,25.567020416259766,195871200,0.0,0.0
2015-10-21 00:00:00-04:00,25.618712934043362,25.973779717771897,25.551294582619498,25.56477928161621,167180800,0.0,0.0
2015-10-22 00:00:00-04:00,25.69287630432216,25.9558048248291,25.64118866586654,25.9558048248291,166616400,0.0,0.0
2015-10-23 00:00:00-04:00,26.225476460478045,26.79403366057311,26.142329086955865,26.760324478149414,237467600,0.0,0.0
2015-10-26 00:00:00-04:00,26.535594793476033,26.546830042872955,25.825461194023617,25.906362533569336,265335200,0.0,0.0
2015-10-27 00:00:00-04:00,25.933339374139543,26.18952646830899,25.61647539662857,25.74232292175293,279537600,0.0,0.0
2015-10-28 00:00:00-04:00,26.27716528738747,26.809765593048645,26.081653392127468,26.803022384643555,342205600,0.0,0.0
2015-10-29 00:00:00-04:00,26.67492202962101,27.122127107408968,26.57828997479224,27.086170196533203,204909200,0.0,0.0
2015-10-30 00:00:00-04:00,27.189548363350063,27.241236002886353,26.843470752707567,26.854707717895508,197461200,0.0,0.0
2015-11-02 00:00:00-05:00,27.146849392673488,27.272695162535726,26.879425417196202,27.23224449157715,128813200,0.0,0.0
2015-11-03 00:00:00-05:00,27.144601646594364,27.751359996222238,27.124375453862754,27.544612884521484,182076000,0.0,0.0
2015-11-04 00:00:00-05:00,27.67046228846889,27.825523499869618,27.331127869649684,27.416522979736328,179544400,0.0,0.0
2015-11-05 00:00:00-05:00,27.500021969809346,27.68960036820362,27.123124252036362,27.290132522583008,158210800,0.13,0.0
2015-11-06 00:00:00-05:00,27.33301472438124,27.490995294085657,27.222428325588147,27.32172966003418,132169200,0.0,0.0
2015-11-09 00:00:00-05:00,27.299159572843948,27.490993601922444,27.093784844869713,27.21114158630371,135485600,0.0,0.0
2015-11-10 00:00:00-05:00,26.382873272774255,26.646927276347803,26.193294847382997,26.353532791137695,236511600,0.0,0.0
2015-11-11 00:00:00-05:00,26.263261460922898,26.500232361150097,26.00146306997544,26.20458221435547,180872000,0.0,0.0
2015-11-12 00:00:00-05:00,26.23843336546997,26.364817834384485,26.100763831034122,26.116561889648438,130102400,0.0,0.0
2015-11-13 00:00:00-05:00,25.999197498130858,26.08270248717664,25.33793310037159,25.353731155395508,183249600,0.0,0.0
2015-11-16 00:00:00-05:00,25.137077125251025,25.782543615585908,25.05131648149003,25.76900291442871,152426800,0.0,0.0
2015-11-17 00:00:00-05:00,25.936001815645692,25.965342286672424,25.57490223340563,25.65840721130371,110467600,0.0,0.0
2015-11-18 00:00:00-05:00,26.125580877132997,26.51601921907192,26.06690165535549,26.470882415771484,186698800,0.0,0.0
2015-11-19 00:00:00-05:00,26.54987393741683,27.026074638737438,26.35126958290528,26.807157516479492,173183200,0.0,0.0
